Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Year,Month,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
1.0,1949-03-01-C-31CR,194903.0,19490305400560.0,5400560.0,19-4903CR-HY-060-0930-05400560,054.0 056.0,1.0,NST,-83.37,03/01/1949,1949.0,3.0,17958.0,60.0,09:30:00,38.833333,38.0,50.0,N,-124.083333,-124.0,5.0,W,54.0,54.0,53.8,56.0,56.0,55.8,2048.0,19.0,CREST,31CR,HY,39.0,1.0,054 56,3101,4903,33.1,31.0,4.0,6.0,23.0,18.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
12.0,1949-03-01-C-31CR,194903.0,19490306000970.0,6000970.0,19-4903CR-HY-064-1148-06000970,060.0 097.0,1.0,NST,-190.33,03/05/1949,1949.0,3.0,17962.0,64.0,11:48:00,36.475,36.0,28.5,N,-126.316666,-126.0,19.0,W,60.0,60.0,59.5,97.0,97.0,96.7,2048.0,19.0,CREST,31CR,HY,39.0,12.0,060 97,3101,4903,33.1,31.0,4.0,6.0,29.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
13.0,1949-03-01-C-31CR,194903.0,19490306100870.0,6100870.0,19-4903CR-HY-064-1800-06100870,061.0 087.0,1.0,NST,-151.22,03/05/1949,1949.0,3.0,17962.0,64.0,18:00:00,36.691666,36.0,41.5,N,-125.533333,-125.0,32.0,W,61.0,61.0,60.1,87.0,87.0,86.9,2048.0,19.0,CREST,31CR,HY,39.0,13.0,061 87,3101,4903,33.1,31.0,4.0,6.0,27.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
14.0,1949-03-01-C-31CR,194903.0,19490306100780.0,6100780.0,19-4903CR-HY-064-2330-06100780,061.0 078.0,1.0,NST,-83.37,03/05/1949,1949.0,3.0,17962.0,64.0,23:30:00,36.85,36.0,51.0,N,-124.8,-124.0,48.0,W,61.0,61.0,60.9,78.0,78.0,78.1,2048.0,19.0,CREST,31CR,HY,39.0,14.0,061 78,3101,4903,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
15.0,1949-03-01-C-31CR,194903.0,19490306200680.0,6200680.0,19-4903CR-HY-065-0518-06200680,062.0 068.0,1.0,NST,-83.37,03/06/1949,1949.0,3.0,17963.0,65.0,05:18:00,37.075,37.0,4.5,N,-123.966666,-123.0,58.0,W,62.0,62.0,61.6,68.0,68.0,67.8,2048.0,19.0,CREST,31CR,HY,39.0,15.0,062 68,3101,4903,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
17.0,1949-03-01-C-31CR,194903.0,19490307200560.0,7200560.0,19-4903CR-HY-066-0000-07200560,072.0 056.0,1.0,NST,-83.37,03/07/1949,1949.0,3.0,17964.0,66.0,00:00:00,35.816666,35.0,49.0,N,-121.833333,-121.0,50.0,W,72.0,72.0,71.4,56.0,56.0,54.9,2048.0,19.0,CREST,31CR,HY,39.0,17.0,072 56,3101,4903,33.1,31.0,4.0,6.0,29.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
19.0,1949-03-01-C-31CR,194903.0,19490307100760.0,7100760.0,19-4903CR-HY-067-0518-07100760,071.0 076.0,1.0,NST,-83.37,03/08/1949,1949.0,3.0,17965.0,67.0,05:18:00,35.066666,35.0,4.0,N,-123.333333,-123.0,20.0,W,71.0,71.0,71.5,76.0,76.0,76.4,2048.0,19.0,CREST,31CR,HY,39.0,19.0,071 76,3101,4903,33.1,31.0,4.0,6.0,29.0,10.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
24.0,1949-03-01-C-31HO,194903.0,19490308200970.0,8200970.0,19-4903HO-HY-074-0306-08200970,082.0 097.0,1.0,NST,-187.06,03/15/1949,1949.0,3.0,17972.0,74.0,03:06:00,32.833333,32.0,50.0,N,-123.666666,-123.0,40.0,W,82.0,82.0,80.4,97.3,97.0,97.3,2048.0,19.0,HORIZON,31HO,HY,39.0,24.0,082 57,3101,4903,33.1,31.0,4.0,6.0,31.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
25.0,1949-03-01-C-31HO,194903.0,19490308200870.0,8200870.0,19-4903HO-HY-074-0948-08200870,082.0 087.0,1.0,NST,-173.59,03/15/1949,1949.0,3.0,17972.0,74.0,09:48:00,32.95,32.0,57.0,N,-122.8,-122.0,48.0,W,82.0,82.0,81.7,87.0,87.0,87.0,2048.0,19.0,HORIZON,31HO,HY,39.0,25.0,082 87,3101,4903,33.1,31.0,4.0,6.0,23.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
26.0,1949-03-01-C-31HO,194903.0,19490308200770.0,8200770.0,19-4903HO-HY-074-1606-08200770,082.0 077.0,1.0,NST,-127.69,03/15/1949,1949.0,3.0,17972.0,74.0,16:06:00,33.25,33.0,15.0,N,-122.083333,-122.0,5.0,W,82.0,82.0,81.9,77.0,77.0,76.9,2048.0,19.0,HORIZON,31HO,HY,39.0,26.0,082 77,3101,4903,33.1,31.0,4.0,6.0,31.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
27.0,1949-03-01-C-31HO,194903.0,19490308200670.0,8200670.0,19-4903HO-HY-074-2154-08200670,082.0 067.0,1.0,NST,-83.37,03/15/1949,1949.0,3.0,17972.0,74.0,21:54:00,33.55,33.0,33.0,N,-121.35,-121.0,21.0,W,82.0,82.0,82.2,67.0,67.0,66.7,2048.0,19.0,HORIZON,31HO,HY,39.0,27.0,082 67,3101,4903,33.1,31.0,4.0,6.0,31.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
29.0,1949-03-01-C-31NS,194903.0,19490309200480.0,9200480.0,19-4903NS-HY-060-0700-09200480,092.0 048.0,1.0,NST,-89.33,03/01/1949,1949.0,3.0,17958.0,60.0,07:00:00,32.35,32.0,21.0,N,-118.883333,-118.0,53.0,W,92.0,92.0,92.6,48.0,48.0,48.6,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,29.0,092 48,3101,4903,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
30.0,1949-03-01-C-31NS,194903.0,19490309200580.0,9200580.0,19-4903NS-HY-060-1336-09200580,092.0 058.0,1.0,NST,-83.37,03/01/1949,1949.0,3.0,17958.0,60.0,13:36:00,32.05,32.0,3.0,N,-119.516666,-119.0,31.0,W,92.0,92.0,92.5,58.0,58.0,57.9,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,30.0,092 58,3101,4903,33.1,31.0,4.0,6.0,27.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
31.0,1949-03-01-C-31NS,194903.0,19490309200680.0,9200680.0,19-4903NS-HY-060-2012-09200680,092.0 068.0,1.0,NST,-83.37,03/01/1949,1949.0,3.0,17958.0,60.0,20:12:00,31.708333,31.0,42.5,N,-120.266666,-120.0,16.0,W,92.0,92.0,92.4,68.0,68.0,68.7,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,31.0,092 68,3101,4903,33.1,31.0,4.0,6.0,27.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
35.0,1949-03-01-C-31NS,194903.0,19490309201080.0,9201080.0,19-4903NS-HY-061-2354-09201080,092.0 108.0,1.0,NST,-83.37,03/02/1949,1949.0,3.0,17959.0,61.0,23:54:00,30.5,30.0,30.0,N,-122.85,-122.0,51.0,W,92.0,92.0,92.1,108.0,108.0,106.7,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,35.0,092 108,3101,4903,33.1,31.0,4.0,6.0,24.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
41.0,1949-03-01-C-31NS,194903.0,19490310331110.0,10331110.0,19-4903NS-HY-064-0048-10331110,103.3 111.0,1.0,NST,-83.37,03/05/1949,1949.0,3.0,17962.0,64.0,00:48:00,28.533333,28.0,32.0,N,-121.841666,-121.0,50.5,W,103.3,103.0,102.6,111.0,111.0,110.9,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,41.0,103 111,3101,4903,33.1,31.0,4.0,6.0,23.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
42.0,1949-03-01-C-31NS,194903.0,19490310201030.0,10201030.0,19-4903NS-HY-064-0654-10201030,102.0 103.0,1.0,NST,-83.37,03/05/1949,1949.0,3.0,17962.0,64.0,06:54:00,28.85,28.0,51.0,N,-121.316666,-121.0,19.0,W,102.0,102.0,102.4,103.0,103.0,102.5,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,42.0,102 103,3101,4903,33.1,31.0,4.0,6.0,23.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
43.0,1949-03-01-C-31NS,194903.0,19490310200940.0,10200940.0,19-4903NS-HY-064-1236-10200940,102.0 094.0,1.0,NST,-83.37,03/05/1949,1949.0,3.0,17962.0,64.0,12:36:00,29.116666,29.0,7.0,N,-120.8,-120.0,48.0,W,102.0,102.0,102.4,94.0,94.0,94.6,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,43.0,102 94,3101,4903,33.1,31.0,4.0,6.0,23.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
44.0,1949-03-01-C-31NS,194903.0,19490310200840.0,10200840.0,19-4903NS-HY-064-1854-10200840,102.0 084.0,1.0,NST,-83.37,03/05/1949,1949.0,3.0,17962.0,64.0,18:54:00,29.483333,29.0,29.0,N,-120.216666,-120.0,13.0,W,102.0,102.0,102.1,84.0,84.0,85.2,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,44.0,102 84,3101,4903,33.1,31.0,4.0,6.0,32.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
45.0,1949-03-01-C-31NS,194903.0,19490310200740.0,10200740.0,19-4903NS-HY-065-0136-10200740,102.0 074.0,1.0,NST,-83.37,03/06/1949,1949.0,3.0,17963.0,65.0,01:36:00,29.866666,29.0,52.0,N,-119.5,-119.0,30.0,W,102.0,102.0,102.0,74.0,74.0,74.2,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,45.0,102 74,3101,4903,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
46.0,1949-03-01-C-31NS,194903.0,19490310200640.0,10200640.0,19-4903NS-HY-065-0800-10200640,102.0 064.0,1.0,NST,-83.37,03/06/1949,1949.0,3.0,17963.0,65.0,08:00:00,30.25,30.0,15.0,N,-118.833333,-118.0,50.0,W,102.0,102.0,101.8,64.0,64.0,63.7,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,46.0,102 64,3101,4903,33.1,31.0,4.0,6.0,35.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
47.0,1949-03-01-C-31NS,194903.0,19490310200540.0,10200540.0,19-4903NS-HY-065-1430-10200540,102.0 054.0,1.0,NST,-83.37,03/06/1949,1949.0,3.0,17963.0,65.0,14:30:00,30.675,30.0,40.5,N,-118.508333,-118.0,30.5,W,102.0,102.0,100.7,54.0,54.0,56.9,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,47.0,102 54,3101,4903,33.1,31.0,4.0,6.0,36.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
48.0,1949-03-01-C-31NS,194903.0,19490310100440.0,10100440.0,19-4903NS-HY-065-2100-10100440,101.0 044.0,1.0,NST,-83.37,03/06/1949,1949.0,3.0,17963.0,65.0,21:00:00,31.008333,31.0,0.5,N,-117.5,-117.0,30.0,W,101.0,101.0,101.4,44.0,44.0,43.1,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,48.0,101 44,3101,4903,33.1,31.0,4.0,6.0,35.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
50.0,1949-03-01-C-31NS,194903.0,19490311100380.0,11100380.0,19-4903NS-HY-066-1718-11100380,111.0 038.0,1.0,NST,-83.37,03/07/1949,1949.0,3.0,17964.0,66.0,17:18:00,29.383333,29.0,23.0,N,-116.0,-116.0,0.0,W,111.0,111.0,111.8,38.0,38.0,38.0,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,50.0,111 38,3101,4903,33.1,31.0,4.0,6.0,34.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
51.0,1949-03-01-C-31NS,194903.0,19490311100480.0,11100480.0,19-4903NS-HY-066-2342-11100480,111.0 048.0,1.0,NST,-83.37,03/07/1949,1949.0,3.0,17964.0,66.0,23:42:00,29.2,29.0,12.0,N,-116.766666,-116.0,46.0,W,111.0,111.0,110.9,48.0,48.0,48.1,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,51.0,111 48,3101,4903,33.1,31.0,4.0,6.0,35.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
52.0,1949-03-01-C-31NS,194903.0,19490311100580.0,11100580.0,19-4903NS-HY-067-0606-11100580,111.0 058.0,1.0,NST,-83.37,03/08/1949,1949.0,3.0,17965.0,67.0,06:06:00,28.783333,28.0,47.0,N,-117.35,-117.0,21.0,W,111.0,111.0,111.4,58.0,58.0,57.9,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,52.0,111 58,3101,4903,33.1,31.0,4.0,6.0,34.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
53.0,1949-03-01-C-31NS,194903.0,19490311100680.0,11100680.0,19-4903NS-HY-067-1236-11100680,111.0 068.0,1.0,NST,-83.37,03/08/1949,1949.0,3.0,17965.0,67.0,12:36:00,28.341666,28.0,20.5,N,-118.05,-118.0,3.0,W,111.0,111.0,111.8,68.0,68.0,69.2,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,53.0,111 68,3101,4903,33.1,31.0,4.0,6.0,36.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
54.0,1949-03-01-C-31NS,194903.0,19490311200780.0,11200780.0,19-4903NS-HY-067-1836-11200780,112.0 078.0,1.0,NST,-83.37,03/08/1949,1949.0,3.0,17965.0,67.0,18:36:00,28.058333,28.0,3.5,N,-118.691666,-118.0,41.5,W,112.0,112.0,111.6,78.0,78.0,78.8,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,54.0,112 78,3101,4903,33.1,31.0,4.0,6.0,36.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
55.0,1949-03-01-C-31NS,194903.0,19490311200880.0,11200880.0,19-4903NS-HY-068-0030-11200880,112.0 088.0,1.0,NST,-83.37,03/09/1949,1949.0,3.0,17966.0,68.0,00:30:00,27.716666,27.0,43.0,N,-119.275,-119.0,16.5,W,112.0,112.0,111.7,88.0,88.0,88.1,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,55.0,112 88,3101,4903,33.1,31.0,4.0,6.0,33.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
56.0,1949-03-01-C-31NS,194903.0,19490311200980.0,11200980.0,19-4903NS-HY-068-0624-11200980,112.0 098.0,1.0,NST,-83.37,03/09/1949,1949.0,3.0,17966.0,68.0,06:24:00,27.333333,27.0,20.0,N,-119.866666,-119.0,52.0,W,112.0,112.0,112.1,98.0,98.0,97.8,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,56.0,112 98,3101,4903,33.1,31.0,4.0,6.0,32.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
57.0,1949-03-01-C-31NS,194903.0,19490311201070.0,11201070.0,19-4903NS-HY-068-1242-11201070,112.0 107.0,1.0,NST,-83.37,03/09/1949,1949.0,3.0,17966.0,68.0,12:42:00,26.95,26.0,57.0,N,-120.575,-120.0,34.5,W,112.0,112.0,112.2,107.0,107.0,108.9,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,57.0,112 107,3101,4903,33.1,31.0,4.0,6.0,35.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
63.0,1949-03-01-C-31NS,194903.0,19490312501120.0,12501120.0,19-4903NS-HY-070-1106-12501120,125.0 112.0,1.0,NST,-83.37,03/11/1949,1949.0,3.0,17968.0,70.0,11:06:00,24.616666,24.0,37.0,N,-119.35,-119.0,21.0,W,125.0,125.0,124.8,112.0,112.0,113.0,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,63.0,125 112,3101,4903,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
64.0,1949-03-01-C-31NS,194903.0,19490312501020.0,12501020.0,19-4903NS-HY-070-1730-12501020,125.0 102.0,1.0,NST,-83.37,03/11/1949,1949.0,3.0,17968.0,70.0,17:30:00,25.133333,25.0,8.0,N,-118.85,-118.0,51.0,W,125.0,125.0,123.8,102.0,102.0,103.1,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,64.0,125 102,3101,4903,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
65.0,1949-03-01-C-31NS,194903.0,19490312400930.0,12400930.0,19-4903NS-HY-070-2306-12400930,124.0 093.0,1.0,NST,-83.37,03/11/1949,1949.0,3.0,17968.0,70.0,23:06:00,25.433333,25.0,26.0,N,-118.166666,-118.0,10.0,W,124.0,124.0,124.0,93.0,93.0,92.8,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,65.0,124 93,3101,4903,33.1,31.0,4.0,6.0,32.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
66.0,1949-03-01-C-31NS,194903.0,19490312400830.0,12400830.0,19-4903NS-HY-071-0512-12400830,124.0 083.0,1.0,NST,-83.37,03/12/1949,1949.0,3.0,17969.0,71.0,05:12:00,25.85,25.0,51.0,N,-117.616666,-117.0,37.0,W,124.0,124.0,123.5,83.0,83.0,83.2,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,66.0,124 83,3101,4903,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
67.0,1949-03-01-C-31NS,194903.0,19490312330730.0,12330730.0,19-4903NS-HY-071-1124-12330730,123.3 073.0,1.0,NST,-83.37,03/12/1949,1949.0,3.0,17969.0,71.0,11:24:00,26.266666,26.0,16.0,N,-117.05,-117.0,3.0,W,123.3,123.0,122.9,73.0,73.0,73.4,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,67.0,123 73,3101,4903,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
69.0,1949-03-01-C-31NS,194903.0,19490312200530.0,12200530.0,19-4903NS-HY-072-0142-12200530,122.0 053.0,1.0,NST,-83.37,03/13/1949,1949.0,3.0,17970.0,72.0,01:42:00,27.083333,27.0,5.0,N,-115.908333,-115.0,54.5,W,122.0,122.0,122.0,53.0,53.0,54.0,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,69.0,122 53,3101,4903,33.1,31.0,4.0,6.0,36.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
70.0,1949-03-01-C-31NS,194903.0,19490312200440.0,12200440.0,19-4903NS-HY-072-0906-12200440,122.0 044.0,1.0,NST,-83.37,03/13/1949,1949.0,3.0,17970.0,72.0,09:06:00,27.5,27.0,30.0,N,-115.3,-115.0,18.0,W,122.0,122.0,121.5,44.0,44.0,43.8,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,70.0,122 44,3101,4903,33.1,31.0,4.0,6.0,31.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
88.0,1949-03-28-C-31CR,194904.0,19490405400560.0,5400560.0,19-4904CR-HY-097-1548-05400560,054.0 056.0,2.0,NST,-83.37,04/07/1949,1949.0,4.0,17995.0,97.0,15:48:00,38.833333,38.0,50.0,N,-124.083333,-124.0,5.0,W,54.0,54.0,53.8,56.0,56.0,55.8,2048.0,19.0,CREST,31CR,HY,39.0,89.0,054 56,3101,4904,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
89.0,1949-03-28-C-31CR,194904.0,19490405330660.0,5330660.0,19-4904CR-HY-097-2030-05330660,053.3 066.0,2.0,NST,-83.37,04/07/1949,1949.0,4.0,17995.0,97.0,20:30:00,38.616666,38.0,37.0,N,-124.963333,-124.0,57.8,W,53.3,53.0,53.0,66.0,66.0,66.3,2048.0,19.0,CREST,31CR,HY,39.0,90.0,053 66,3101,4904,33.1,31.0,4.0,6.0,36.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
90.0,1949-03-28-C-31CR,194904.0,19490405200750.0,5200750.0,19-4904CR-HY-098-0142-05200750,052.0 075.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,01:42:00,38.466666,38.0,28.0,N,-125.8,-125.0,48.0,W,52.0,52.0,52.0,75.0,75.0,76.0,2048.0,19.0,CREST,31CR,HY,39.0,91.0,052 75,3101,4904,33.1,31.0,4.0,6.0,36.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
91.0,1949-03-28-C-31CR,194904.0,19490405100850.0,5100850.0,19-4904CR-HY-098-0748-05100850,051.0 085.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,07:48:00,38.25,38.0,15.0,N,-126.783333,-126.0,47.0,W,51.0,51.0,51.0,85.0,85.0,87.6,2048.0,19.0,CREST,31CR,HY,39.0,92.0,051 85,3101,4904,33.1,31.0,4.0,6.0,25.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
98.0,1949-03-28-C-31HO,194904.0,19490408200570.0,8200570.0,19-4904HO-HY-089-0042-08200570,082.0 057.0,1.0,NST,-83.37,03/30/1949,1949.0,3.0,17987.0,89.0,00:42:00,33.833333,33.0,50.0,N,-120.666666,-120.0,40.0,W,82.0,82.0,82.4,57.0,57.0,57.1,2048.0,19.0,HORIZON,31HO,HY,39.0,99.0,082 57,3101,4904,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
100.0,1949-03-28-C-31HO,194904.0,19490408200770.0,8200770.0,19-4904HO-HY-092-1730-08200770,082.0 077.0,2.0,NST,-127.69,04/02/1949,1949.0,4.0,17990.0,92.0,17:30:00,33.25,33.0,15.0,N,-122.083333,-122.0,5.0,W,82.0,82.0,81.9,77.0,77.0,76.9,2048.0,19.0,HORIZON,31HO,HY,39.0,101.0,082 77,3101,4904,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
115.0,1949-03-28-C-31HO,194904.0,19490406330580.0,6330580.0,19-4904HO-HY-097-2042-06330580,063.3 058.0,2.0,NST,-83.37,04/07/1949,1949.0,4.0,17995.0,97.0,20:42:00,37.266666,37.0,16.0,N,-123.166666,-123.0,10.0,W,63.3,63.0,62.4,58.0,58.0,58.0,2048.0,19.0,HORIZON,31HO,HY,39.0,116.0,063 58,3101,4904,33.1,31.0,4.0,6.0,34.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
116.0,1949-03-28-C-31HO,194904.0,19490407200560.0,7200560.0,19-4904HO-HY-098-0918-07200560,072.0 056.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,09:18:00,35.683333,35.0,41.0,N,-121.833333,-121.0,50.0,W,72.0,72.0,71.9,56.0,56.0,55.8,2048.0,19.0,HORIZON,31HO,HY,39.0,117.0,072 56,3101,4904,33.1,31.0,4.0,6.0,35.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
117.0,1949-03-28-C-31HO,194904.0,19490407100660.0,7100660.0,19-4904HO-HY-098-1542-07100660,071.0 066.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,15:42:00,35.416666,35.0,25.0,N,-122.583333,-122.0,35.0,W,71.0,71.0,71.6,66.0,66.0,65.8,2048.0,19.0,HORIZON,31HO,HY,39.0,118.0,071 66,3101,4904,33.1,31.0,4.0,6.0,34.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
118.0,1949-03-28-C-31HO,194904.0,19490407100760.0,7100760.0,19-4904HO-HY-098-2148-07100760,071.0 076.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,21:48:00,35.166666,35.0,10.0,N,-123.316666,-123.0,19.0,W,71.0,71.0,71.2,76.0,76.0,75.5,2048.0,19.0,HORIZON,31HO,HY,39.0,119.0,071 76,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
119.0,1949-03-28-C-31HO,194904.0,19490407100850.0,7100850.0,19-4904HO-HY-099-0312-07100850,071.0 085.0,2.0,NST,-83.37,04/09/1949,1949.0,4.0,17997.0,99.0,03:12:00,34.9,34.0,54.0,N,-124.066666,-124.0,4.0,W,71.0,71.0,70.8,85.0,85.0,85.5,2048.0,19.0,HORIZON,31HO,HY,39.0,120.0,071 85,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
120.0,1949-03-28-C-31HO,194904.0,19490407000950.0,7000950.0,19-4904HO-HY-099-0924-07000950,070.0 095.0,2.0,NST,-176.75,04/09/1949,1949.0,4.0,17997.0,99.0,09:24:00,34.65,34.0,39.0,N,-124.8,-124.0,48.0,W,70.0,70.0,70.3,95.0,95.0,95.2,2048.0,19.0,HORIZON,31HO,HY,39.0,121.0,070 95,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
126.0,1949-03-28-C-31NS,194904.0,19490409200580.0,9200580.0,19-4904NS-HY-089-0924-09200580,092.0 058.0,1.0,NST,-83.37,03/30/1949,1949.0,3.0,17987.0,89.0,09:24:00,32.066666,32.0,4.0,N,-119.483333,-119.0,29.0,W,92.0,92.0,92.5,58.0,58.0,57.4,1847.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,127.0,092 58,3101,4904,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
127.0,1949-03-28-C-31NS,194904.0,19490409200680.0,9200680.0,19-4904NS-HY-089-1524-09200680,092.0 068.0,1.0,NST,-83.37,03/30/1949,1949.0,3.0,17987.0,89.0,15:24:00,31.733333,31.0,44.0,N,-120.216666,-120.0,13.0,W,92.0,92.0,92.4,68.0,68.0,68.0,3840.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,128.0,092 68,3101,4904,33.1,31.0,4.0,6.0,29.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
