Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Year,Month,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
10129.0,1958-10-10-C-31PT,195810.0,19581011330700.0,11330700.0,19-5810PT-HY-285-0236-11330700,113.3 070.0,4.0,NRO,-83.37,10/12/1958,1958.0,10.0,21470.0,285.0,02:36:00,28.041666,28.0,2.5,N,-117.95,-117.0,57.0,W,113.3,113.0,113.3,70.0,70.0,70.4,3292.0,19.0,PAOLINA-T,31PT,HY,39.0,1697.0,113 70,3101,5810,33.1,31.0,4.0,6.0,33.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10130.0,1958-10-10-C-31PT,195810.0,19581011330600.0,11330600.0,19-5810PT-HY-285-0948-11330600,113.3 060.0,4.0,IMX,-83.37,10/12/1958,1958.0,10.0,21470.0,285.0,09:48:00,28.383333,28.0,23.0,N,-117.183333,-117.0,11.0,W,113.3,113.0,113.5,60.0,60.0,59.0,3658.0,19.0,PAOLINA-T,31PT,HY,39.0,1698.0,113 60,3101,5810,33.1,31.0,4.0,6.0,33.0,18.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10131.0,1958-10-10-C-31PT,195810.0,19581011330500.0,11330500.0,19-5810PT-HY-285-1754-11330500,113.3 050.0,4.0,IMX,-83.37,10/12/1958,1958.0,10.0,21470.0,285.0,17:54:00,28.766666,28.0,46.0,N,-116.541666,-116.0,32.5,W,113.3,113.0,113.2,50.0,50.0,48.8,3658.0,19.0,PAOLINA-T,31PT,HY,39.0,1699.0,113 50,3101,5810,33.1,31.0,4.0,6.0,34.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10132.0,1958-10-10-C-31PT,195810.0,19581011330400.0,11330400.0,19-5810PT-HY-286-0042-11330400,113.3 040.0,4.0,IMX,-83.37,10/13/1958,1958.0,10.0,21471.0,286.0,00:42:00,29.133333,29.0,8.0,N,-115.9,-115.0,54.0,W,113.3,113.0,113.1,40.0,40.0,38.7,1280.0,19.0,PAOLINA-T,31PT,HY,39.0,1700.0,113 40,3101,5810,33.1,31.0,4.0,6.0,33.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10133.0,1958-10-10-C-31PT,195810.0,19581011330350.0,11330350.0,19-5810PT-HY-286-0424-11330350,113.3 035.0,4.0,IMX,-83.37,10/13/1958,1958.0,10.0,21471.0,286.0,04:24:00,29.3,29.0,18.0,N,-115.591666,-115.0,35.5,W,113.3,113.0,113.0,35.0,35.0,33.9,219.0,19.0,PAOLINA-T,31PT,HY,39.0,1701.0,113 35,3101,5810,33.1,31.0,4.0,6.0,34.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10134.0,1958-10-10-C-31PT,195810.0,19581011330300.0,11330300.0,19-5810PT-HY-286-0654-11330300,113.3 030.0,4.0,IMX,-83.37,10/13/1958,1958.0,10.0,21471.0,286.0,06:54:00,29.391666,29.0,23.5,N,-115.391666,-115.0,23.5,W,113.3,113.0,113.1,30.0,30.0,31.0,73.0,19.0,PAOLINA-T,31PT,HY,39.0,1702.0,113 30,3101,5810,33.1,31.0,4.0,6.0,28.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10140.0,1958-10-10-C-31PT,195810.0,19581011000700.0,11000700.0,19-5810PT-HY-287-1400-11000700,110.0 070.0,4.0,NRO,-83.37,10/14/1958,1958.0,10.0,21472.0,287.0,14:00:00,28.516666,28.0,31.0,N,-118.216666,-118.0,13.0,W,110.0,110.0,110.6,70.0,70.0,69.8,2926.0,19.0,PAOLINA-T,31PT,HY,39.0,1708.0,110 70,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10141.0,1958-10-10-C-31PT,195810.0,19581011000800.0,11000800.0,19-5810PT-HY-287-1954-11000800,110.0 080.0,4.0,NRO,-83.37,10/14/1958,1958.0,10.0,21472.0,287.0,19:54:00,28.191666,28.0,11.5,N,-118.883333,-118.0,53.0,W,110.0,110.0,110.6,80.0,80.0,79.9,3749.0,19.0,PAOLINA-T,31PT,HY,39.0,1709.0,110 80,3101,5810,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
10142.0,1958-10-10-C-31PT,195810.0,19581011000900.0,11000900.0,19-5810PT-HY-288-0212-11000900,110.0 090.0,4.0,NRO,-83.37,10/15/1958,1958.0,10.0,21473.0,288.0,02:12:00,27.866666,27.0,52.0,N,-119.541666,-119.0,32.5,W,110.0,110.0,110.5,90.0,90.0,90.0,2048.0,19.0,PAOLINA-T,31PT,HY,39.0,1710.0,110 90,3101,5810,33.1,31.0,4.0,6.0,35.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10143.0,1958-10-10-C-31PT,195810.0,19581010670900.0,10670900.0,19-5810PT-HY-288-0918-10670900,106.7 090.0,4.0,NRO,-83.37,10/15/1958,1958.0,10.0,21473.0,288.0,09:18:00,28.416666,28.0,25.0,N,-119.966666,-119.0,58.0,W,106.7,106.7,107.2,90.0,90.0,90.6,3658.0,19.0,PAOLINA-T,31PT,HY,39.0,1711.0,107 90,3101,5810,33.1,31.0,4.0,6.0,36.0,13.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10144.0,1958-10-10-C-31PT,195810.0,19581010670800.0,10670800.0,19-5810PT-HY-288-1612-10670800,106.7 080.0,4.0,NRO,-83.37,10/15/1958,1958.0,10.0,21473.0,288.0,16:12:00,28.816666,28.0,49.0,N,-119.266666,-119.0,16.0,W,106.7,106.7,107.0,80.0,80.0,79.5,3658.0,19.0,PAOLINA-T,31PT,HY,39.0,1712.0,107 80,3101,5810,33.1,31.0,4.0,6.0,34.0,13.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10145.0,1958-10-10-C-31PT,195810.0,19581010670700.0,10670700.0,19-5810PT-HY-288-2236-10670700,106.7 070.0,4.0,NRO,-83.37,10/15/1958,1958.0,10.0,21473.0,288.0,22:36:00,29.216666,29.0,13.0,N,-118.633333,-118.0,38.0,W,106.7,106.7,106.7,70.0,70.0,69.3,2048.0,19.0,PAOLINA-T,31PT,HY,39.0,1713.0,107 70,3101,5810,33.1,31.0,4.0,6.0,34.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10146.0,1958-10-10-C-31PT,195810.0,19581010670600.0,10670600.0,19-5810PT-HY-289-0500-10670600,106.7 060.0,4.0,IMX,-83.37,10/16/1958,1958.0,10.0,21474.0,289.0,05:00:00,29.558333,29.0,33.5,N,-117.933333,-117.0,56.0,W,106.7,106.7,106.7,60.0,60.0,58.8,3292.0,19.0,PAOLINA-T,31PT,HY,39.0,1714.0,107 60,3101,5810,33.1,31.0,4.0,6.0,34.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10147.0,1958-10-10-C-31PT,195810.0,19581010670500.0,10670500.0,19-5810PT-HY-289-1154-10670500,106.7 050.0,4.0,IMX,-83.37,10/16/1958,1958.0,10.0,21474.0,289.0,11:54:00,29.9,29.0,54.0,N,-117.233333,-117.0,14.0,W,106.7,106.7,106.8,50.0,50.0,48.3,2743.0,19.0,PAOLINA-T,31PT,HY,39.0,1715.0,107 50,3101,5810,33.1,31.0,4.0,6.0,34.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10148.0,1958-10-10-C-31PT,195810.0,19581010670400.0,10670400.0,19-5810PT-HY-289-1818-10670400,106.7 040.0,4.0,IMX,-83.37,10/16/1958,1958.0,10.0,21474.0,289.0,18:18:00,30.25,30.0,15.0,N,-116.575,-116.0,34.5,W,106.7,106.7,106.7,40.0,40.0,38.2,2743.0,19.0,PAOLINA-T,31PT,HY,39.0,1716.0,107 40,3101,5810,33.1,31.0,4.0,6.0,34.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10149.0,1958-10-10-C-31PT,195810.0,19581010670350.0,10670350.0,19-5810PT-HY-289-2130-10670350,106.7 035.0,4.0,IMX,-83.37,10/16/1958,1958.0,10.0,21474.0,289.0,21:30:00,30.375,30.0,22.5,N,-116.3,-116.0,18.0,W,106.7,106.7,106.8,35.0,35.0,34.2,1609.0,19.0,PAOLINA-T,31PT,HY,39.0,1717.0,107 35,3101,5810,33.1,31.0,4.0,6.0,32.0,2.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10150.0,1958-10-10-C-31PT,195810.0,19581010670320.0,10670320.0,19-5810PT-HY-289-2324-10670320,106.7 032.0,4.0,IMX,-83.37,10/16/1958,1958.0,10.0,21474.0,289.0,23:24:00,30.425,30.0,25.5,N,-116.175,-116.0,10.5,W,106.7,106.7,106.8,32.0,32.0,32.4,347.0,19.0,PAOLINA-T,31PT,HY,39.0,1718.0,107 32,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10151.0,1958-10-10-C-31PT,195810.0,19581010330320.0,10330320.0,19-5810PT-HY-290-0524-10330320,103.3 032.0,4.0,NST,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,05:24:00,31.0,31.0,0.0,N,-116.558333,-116.0,33.5,W,103.3,103.0,103.5,32.0,32.0,32.5,347.0,19.0,PAOLINA-T,31PT,HY,39.0,1719.0,103 32,3101,5810,33.1,31.0,4.0,6.0,34.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10152.0,1958-10-10-C-31PT,195810.0,19581010330350.0,10330350.0,19-5810PT-HY-290-0800-10330350,103.3 035.0,4.0,NST,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,08:00:00,30.891666,30.0,53.5,N,-116.758333,-116.0,45.5,W,103.3,103.0,103.5,35.0,35.0,35.6,1701.0,19.0,PAOLINA-T,31PT,HY,39.0,1720.0,103 35,3101,5810,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10153.0,1958-10-10-C-31PT,195810.0,19581010330400.0,10330400.0,19-5810PT-HY-290-1142-10330400,103.3 040.0,4.0,NST,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,11:42:00,30.741666,30.0,44.5,N,-117.1,-117.0,6.0,W,103.3,103.0,103.4,40.0,40.0,40.5,1902.0,19.0,PAOLINA-T,31PT,HY,39.0,1721.0,103 40,3101,5810,33.1,31.0,4.0,6.0,28.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10154.0,1958-10-10-C-31PT,195810.0,19581010330500.0,10330500.0,19-5810PT-HY-290-1812-10330500,103.3 050.0,4.0,NST,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,18:12:00,30.433333,30.0,26.0,N,-117.775,-117.0,46.5,W,103.3,103.0,103.3,50.0,50.0,50.4,2560.0,19.0,PAOLINA-T,31PT,HY,39.0,1722.0,103 50,3101,5810,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10155.0,1958-10-10-C-31PT,195810.0,19581010330600.0,10330600.0,19-5810PT-HY-291-0136-10330600,103.3 060.0,4.0,NST,-83.37,10/18/1958,1958.0,10.0,21476.0,291.0,01:36:00,30.1,30.0,6.0,N,-118.4,-118.0,24.0,W,103.3,103.0,103.4,60.0,60.0,60.0,3109.0,19.0,PAOLINA-T,31PT,HY,39.0,1723.0,103 60,3101,5810,33.1,31.0,4.0,6.0,34.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10157.0,1958-10-10-C-31PT,195810.0,19581010330800.0,10330800.0,19-5810PT-HY-291-1400-10330800,103.3 080.0,4.0,NST,-83.37,10/18/1958,1958.0,10.0,21476.0,291.0,14:00:00,29.4,29.0,24.0,N,-119.85,-119.0,51.0,W,103.3,103.0,103.3,80.0,80.0,81.7,3475.0,19.0,PAOLINA-T,31PT,HY,39.0,1725.0,103 80,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10158.0,1958-10-10-C-31PT,195810.0,19581010330900.0,10330900.0,19-5810PT-HY-291-1912-10330900,103.3 090.0,4.0,NST,-83.37,10/18/1958,1958.0,10.0,21476.0,291.0,19:12:00,29.158333,29.0,9.5,N,-120.416666,-120.0,25.0,W,103.3,103.0,103.1,90.0,90.0,89.9,3658.0,19.0,PAOLINA-T,31PT,HY,39.0,1726.0,103 90,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10159.0,1958-10-10-C-31PT,195810.0,19581010000900.0,10000900.0,19-5810PT-HY-292-0206-10000900,100.0 090.0,4.0,NRO,-83.37,10/19/1958,1958.0,10.0,21477.0,292.0,02:06:00,29.675,29.0,40.5,N,-120.658333,-120.0,39.5,W,100.0,100.0,100.3,90.0,90.0,88.7,3749.0,19.0,PAOLINA-T,31PT,HY,39.0,1727.0,100 90,3101,5810,33.1,31.0,4.0,6.0,34.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10162.0,1958-10-10-C-31PT,195810.0,19581010000400.0,10000400.0,19-5810PT-HY-293-1118-10000400,100.0 040.0,4.0,IMX,-83.37,10/20/1958,1958.0,10.0,21478.0,293.0,11:18:00,31.341666,31.0,20.5,N,-117.483333,-117.0,29.0,W,100.0,100.0,100.0,40.0,40.0,40.4,2012.0,19.0,PAOLINA-T,31PT,HY,39.0,1730.0,100 40,3101,5810,33.1,31.0,4.0,6.0,34.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
10164.0,1958-10-10-C-31ST,195810.0,19581009670300.0,9670300.0,19-5810ST-HY-290-0454-09670300,096.7 030.0,4.0,IMX,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,04:54:00,32.258333,32.0,15.5,N,-117.15,-117.0,9.0,W,96.7,96.7,96.7,30.0,30.0,30.0,73.0,19.0,STRANGER,31ST,HY,39.0,1732.0,097 30,3101,5810,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10165.0,1958-10-10-C-31ST,195810.0,19581009670320.0,9670320.0,19-5810ST-HY-290-0706-09670320,096.7 032.0,4.0,NST,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,07:06:00,32.191666,32.0,11.5,N,-117.283333,-117.0,17.0,W,96.7,96.7,96.7,32.0,32.0,32.0,1280.0,19.0,STRANGER,31ST,HY,39.0,1733.0,097 32,3101,5810,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10166.0,1958-10-10-C-31ST,195810.0,19581009670320.0,9670320.0,19-5810ST-HY-290-0848-09670320,096.7 032.0,4.0,NST,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,08:48:00,32.191666,32.0,11.5,N,-117.283333,-117.0,17.0,W,96.7,96.7,96.7,32.0,32.0,32.0,1280.0,19.0,STRANGER,31ST,HY,39.0,1734.0,097 32,3101,5810,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10167.0,1958-10-10-C-31ST,195810.0,19581009670400.0,9670400.0,19-5810ST-HY-290-1412-09670400,096.7 040.0,4.0,IMX,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,14:12:00,31.925,31.0,55.5,N,-117.833333,-117.0,50.0,W,96.7,96.7,96.7,40.0,40.0,40.1,1829.0,19.0,STRANGER,31ST,HY,39.0,1735.0,097 40,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10168.0,1958-10-10-C-31ST,195810.0,19581009670500.0,9670500.0,19-5810ST-HY-290-2148-09670500,096.7 050.0,4.0,IMX,-83.37,10/17/1958,1958.0,10.0,21475.0,290.0,21:48:00,31.6,31.0,36.0,N,-118.483333,-118.0,29.0,W,96.7,96.7,96.7,50.0,50.0,49.7,2743.0,19.0,STRANGER,31ST,HY,39.0,1736.0,097 50,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10170.0,1958-10-10-C-31ST,195810.0,19581009670700.0,9670700.0,19-5810ST-HY-291-0936-09670700,096.7 070.0,4.0,NRO,-83.37,10/18/1958,1958.0,10.0,21476.0,291.0,09:36:00,31.025,31.0,1.5,N,-119.791666,-119.0,47.5,W,96.7,96.7,96.4,70.0,70.0,68.6,3566.0,19.0,STRANGER,31ST,HY,39.0,1738.0,097 70,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10171.0,1958-10-10-C-31ST,195810.0,19581009670800.0,9670800.0,19-5810ST-HY-291-1454-09670800,096.7 080.0,4.0,NRO,-83.37,10/18/1958,1958.0,10.0,21476.0,291.0,14:54:00,30.741666,30.0,44.5,N,-120.433333,-120.0,26.0,W,96.7,96.7,96.2,80.0,80.0,77.9,3840.0,19.0,STRANGER,31ST,HY,39.0,1739.0,097 80,3101,5810,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10172.0,1958-10-10-C-31ST,195810.0,19581009670900.0,9670900.0,19-5810ST-HY-291-2018-09670900,096.7 090.0,4.0,NRO,-83.37,10/18/1958,1958.0,10.0,21476.0,291.0,20:18:00,30.408333,30.0,24.5,N,-121.2,-121.0,12.0,W,96.7,96.7,96.0,90.0,90.0,89.1,3749.0,19.0,STRANGER,31ST,HY,39.0,1740.0,097 90,3101,5810,33.1,31.0,4.0,6.0,34.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10178.0,1958-10-10-C-31ST,195810.0,19581009330400.0,9330400.0,19-5810ST-HY-293-0718-09330400,093.3 040.0,4.0,ST,-54.4,10/20/1958,1958.0,10.0,21478.0,293.0,07:18:00,32.5,32.0,30.0,N,-118.2,-118.0,12.0,W,93.3,93.3,93.4,40.0,40.0,39.9,1719.0,19.0,STRANGER,31ST,HY,39.0,1746.0,093 40,3101,5810,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10179.0,1958-10-10-C-31ST,195810.0,19581009330300.0,9330300.0,19-5810ST-HY-293-1312-09330300,093.3 030.0,4.0,ST,-14.87,10/20/1958,1958.0,10.0,21478.0,293.0,13:12:00,32.833333,32.0,50.0,N,-117.525,-117.0,31.5,W,93.3,93.3,93.4,30.0,30.0,30.0,1033.0,19.0,STRANGER,31ST,HY,39.0,1747.0,093 30,3101,5810,33.1,31.0,4.0,6.0,24.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10188.0,1958-10-10-C-31ST,195810.0,19581009000700.0,9000700.0,19-5810ST-HY-295-0736-09000700,090.0 070.0,4.0,ST,-169.24,10/22/1958,1958.0,10.0,21480.0,295.0,07:36:00,32.066666,32.0,4.0,N,-120.633333,-120.0,38.0,W,90.0,90.0,90.1,70.0,70.0,70.1,3840.0,19.0,STRANGER,31ST,HY,39.0,1756.0,090 70,3101,5810,33.1,31.0,4.0,6.0,23.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
10193.0,1958-10-10-C-31ST,195810.0,19581008670700.0,8670700.0,19-5810ST-HY-296-0842-08670700,086.7 070.0,4.0,ST,-151.05,10/23/1958,1958.0,10.0,21481.0,296.0,08:42:00,32.6,32.0,36.0,N,-121.0,-121.0,0.0,W,86.7,86.7,87.0,70.0,70.0,70.1,3931.0,19.0,STRANGER,31ST,HY,39.0,1761.0,087 70,3101,5810,33.1,31.0,4.0,6.0,31.0,2.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
10194.0,1958-10-10-C-31ST,195810.0,19581008670600.0,8670600.0,19-5810ST-HY-296-1818-08670600,086.7 060.0,4.0,ST,-110.6,10/23/1958,1958.0,10.0,21481.0,296.0,18:18:00,33.0,33.0,0.0,N,-120.35,-120.0,21.0,W,86.7,86.7,86.7,60.0,60.0,59.9,914.0,19.0,STRANGER,31ST,HY,39.0,1762.0,087 60,3101,5810,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
10195.0,1958-10-10-C-31ST,195810.0,19581008670550.0,8670550.0,19-5810ST-HY-296-2118-08670550,086.7 055.0,4.0,ST,-93.04,10/23/1958,1958.0,10.0,21481.0,296.0,21:18:00,33.15,33.0,9.0,N,-120.05,-120.0,3.0,W,86.7,86.7,86.6,55.0,55.0,55.5,1280.0,19.0,STRANGER,31ST,HY,39.0,1763.0,087 55,3101,5810,33.1,31.0,4.0,6.0,31.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
10196.0,1958-10-10-C-31ST,195810.0,19581008670450.0,8670450.0,19-5810ST-HY-297-0306-08670450,086.7 045.0,4.0,ST,-50.71,10/24/1958,1958.0,10.0,21482.0,297.0,03:06:00,33.5,33.0,30.0,N,-119.316666,-119.0,19.0,W,86.7,86.7,86.7,45.0,45.0,44.9,1554.0,19.0,STRANGER,31ST,HY,39.0,1764.0,087 45,3101,5810,33.1,31.0,4.0,6.0,31.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10197.0,1958-10-10-C-31ST,195810.0,19581008670400.0,8670400.0,19-5810ST-HY-297-0642-08670400,086.7 040.0,4.0,ST,-30.94,10/24/1958,1958.0,10.0,21482.0,297.0,06:42:00,33.666666,33.0,40.0,N,-118.975,-118.0,58.5,W,86.7,86.7,86.7,40.0,40.0,39.9,732.0,19.0,STRANGER,31ST,HY,39.0,1765.0,087 40,3101,5810,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10199.0,1958-10-10-C-31ST,195810.0,19581008330400.0,8330400.0,19-5810ST-HY-297-1512-08330400,083.3 040.0,4.0,NST,-4.47,10/24/1958,1958.0,10.0,21482.0,297.0,15:12:00,34.216666,34.0,13.0,N,-119.366666,-119.0,22.0,W,83.3,83.3,83.4,40.0,40.0,40.2,22.0,19.0,STRANGER,31ST,HY,39.0,1767.0,083 40,3101,5810,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10200.0,1958-10-10-C-31ST,195810.0,19581008330430.0,8330430.0,19-5810ST-HY-297-1642-08330430,083.3 043.0,4.0,ST,-15.33,10/24/1958,1958.0,10.0,21482.0,297.0,16:42:00,34.133333,34.0,8.0,N,-119.566666,-119.0,34.0,W,83.3,83.3,83.4,43.0,43.0,43.0,234.0,19.0,STRANGER,31ST,HY,39.0,1768.0,083 43,3101,5810,33.1,31.0,4.0,6.0,26.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10201.0,1958-10-10-C-31ST,195810.0,19581008180469.0,8180469.0,19-5810ST-HY-298-1824-08180469,081.8 046.9,4.0,ST,-11.11,10/25/1958,1958.0,10.0,21483.0,298.0,18:24:00,34.25,34.0,15.0,N,-119.966666,-119.0,58.0,W,82.0,81.8,82.0,47.0,46.9,46.4,569.0,19.0,STRANGER,31ST,HY,39.0,1769.0,082 47,3101,5810,33.1,31.0,4.0,6.0,26.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10202.0,1958-10-10-C-31ST,195810.0,19581008330510.0,8330510.0,19-5810ST-HY-298-2212-08330510,083.3 051.0,4.0,ST,-47.36,10/25/1958,1958.0,10.0,21483.0,298.0,22:12:00,33.866666,33.0,52.0,N,-120.125,-120.0,7.5,W,83.3,83.3,83.4,51.0,51.0,51.0,146.0,19.0,STRANGER,31ST,HY,39.0,1770.0,083 51,3101,5810,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10205.0,1958-10-10-C-31ST,195810.0,19581008330700.0,8330700.0,19-5810ST-HY-299-0824-08330700,083.3 070.0,4.0,ST,-123.17,10/26/1958,1958.0,10.0,21484.0,299.0,08:24:00,33.216666,33.0,13.0,N,-121.425,-121.0,25.5,W,83.3,83.3,83.5,70.0,70.0,70.0,3658.0,19.0,STRANGER,31ST,HY,39.0,1773.0,083 70,3101,5810,33.1,31.0,4.0,6.0,24.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10209.0,1958-10-10-C-31ST,195810.0,19581008000800.0,8000800.0,19-5810ST-HY-300-0554-08000800,080.0 080.0,4.0,ST,-118.13,10/27/1958,1958.0,10.0,21485.0,300.0,05:54:00,33.483333,33.0,29.0,N,-122.533333,-122.0,32.0,W,80.0,80.0,80.0,80.0,80.0,80.0,3840.0,19.0,STRANGER,31ST,HY,39.0,1777.0,080 80,3101,5810,33.1,31.0,4.0,6.0,36.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10210.0,1958-10-10-C-31ST,195810.0,19581008000700.0,8000700.0,19-5810ST-HY-300-1118-08000700,080.0 070.0,4.0,ST,-78.72,10/27/1958,1958.0,10.0,21485.0,300.0,11:18:00,33.8,33.0,48.0,N,-121.841666,-121.0,50.5,W,80.0,80.0,80.1,70.0,70.0,70.1,3512.0,19.0,STRANGER,31ST,HY,39.0,1778.0,080 70,3101,5810,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
10212.0,1958-10-10-C-31ST,195810.0,19581008000550.0,8000550.0,19-5810ST-HY-300-2000-08000550,080.0 055.0,4.0,ST,-15.6,10/27/1958,1958.0,10.0,21485.0,300.0,20:00:00,34.366666,34.0,22.0,N,-120.766666,-120.0,46.0,W,80.0,80.0,79.9,55.0,55.0,54.2,585.0,19.0,STRANGER,31ST,HY,39.0,1780.0,080 55,3101,5810,33.1,31.0,4.0,6.0,34.0,18.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10213.0,1958-10-10-C-31ST,195810.0,19581008000510.0,8000510.0,19-5810ST-HY-300-2230-08000510,080.0 051.0,4.0,ST,-3.59,10/27/1958,1958.0,10.0,21485.0,300.0,22:30:00,34.441666,34.0,26.5,N,-120.541666,-120.0,32.5,W,80.0,80.0,80.0,51.0,51.0,51.3,104.0,19.0,STRANGER,31ST,HY,39.0,1781.0,080 51,3101,5810,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
10214.0,1958-10-10-C-31ST,195810.0,19581007670550.0,7670550.0,19-5810ST-HY-301-0742-07670550,076.7 055.0,4.0,ST,-30.47,10/28/1958,1958.0,10.0,21486.0,301.0,07:42:00,34.908333,34.0,54.5,N,-121.216666,-121.0,13.0,W,76.7,76.7,76.6,55.0,55.0,55.0,475.0,19.0,STRANGER,31ST,HY,39.0,1782.0,077 55,3101,5810,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
